DATASET.LONG_NAME,DATASET.SHORT_NAME,DATASET.FILENAME,DATASET.PERSISTENT_ID,DATASET_CITATION.VERSION
ECCO Sea-Ice and Snow Concentration and Thickness - Daily Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_CONC_THICKNESS_LLC0090GRID_DAILY_V4R6,SEA_ICE_CONC_THICKNESS_day_mean_1992-01-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5D-ICO46,V4r6
ECCO Sea-Ice and Snow Concentration and Thickness - Monthly Mean 0.5 Degree Lat-Lon Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_CONC_THICKNESS_05DEG_MONTHLY_V4R6,SEA_ICE_CONC_THICKNESS_mon_mean_1992-01_ECCO_V4r6_latlon_0p50deg.nc,10.5067/ECG5M-ICO46,V4r6
ECCO Sea-Ice and Snow Concentration and Thickness - Monthly Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_CONC_THICKNESS_LLC0090GRID_MONTHLY_V4R6,SEA_ICE_CONC_THICKNESS_mon_mean_1992-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5M-ICO46,V4r6
ECCO Sea-Ice and Snow Concentration and Thickness - Snapshot llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_CONC_THICKNESS_LLC0090GRID_SNAPSHOT_V4R6,SEA_ICE_CONC_THICKNESS_snap_1992-01-01T000000_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5S-ICO46,V4r6
ECCO Sea-Ice and Snow Horizontal Volume Fluxes - Daily Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_HORIZ_VOLUME_FLUX_LLC0090GRID_DAILY_V4R6,SEA_ICE_HORIZ_VOLUME_FLUX_day_mean_1992-01-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5D-SIH46,V4r6
ECCO Sea-Ice and Snow Horizontal Volume Fluxes - Monthly Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_HORIZ_VOLUME_FLUX_LLC0090GRID_MONTHLY_V4R6,SEA_ICE_HORIZ_VOLUME_FLUX_mon_mean_1992-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5M-SIH46,V4r6
ECCO Sea-Ice and Snow Thermodynamic Budget - Daily Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_THERM_BUDGET_LLC0090GRID_DAILY_V4R6,SEA_ICE_THERMO_BUDG_day_mean_1992-01-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5D-STB46,V4r6
ECCO Sea-Ice and Snow Thermodynamic Budget - Monthly Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_THERM_BUDGET_LLC0090GRID_MONTHLY_V4R6,SEA_ICE_THERMO_BUDG_mon_mean_1992-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5M-STB46,V4r6
ECCO Sea-Ice Salt Plume Fluxes - Daily Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_SALT_PLUME_FLUX_LLC0090GRID_DAILY_V4R6,SEA_ICE_SALT_PLUME_FLUX_day_mean_1992-01-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5D-ISP46,V4r6
ECCO Sea-Ice Salt Plume Fluxes - Monthly Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_SALT_PLUME_FLUX_LLC0090GRID_MONTHLY_V4R6,SEA_ICE_SALT_PLUME_FLUX_mon_mean_1992-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5M-ISP46,V4r6
ECCO Sea-Ice Velocity - Daily Mean 0.5 Degree Lat-Lon Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_VELOCITY_05DEG_DAILY_V4R6,SEA_ICE_VELOCITY_day_mean_1992-01-01_ECCO_V4r6_latlon_0p50deg.nc,10.5067/ECG5D-SIV46,V4r6
ECCO Sea-Ice Velocity - Daily Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_VELOCITY_LLC0090GRID_DAILY_V4R6,SEA_ICE_VELOCITY_day_mean_1992-01-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5D-SIV46,V4r6
ECCO Sea-Ice Velocity - Monthly Mean 0.5 Degree Lat-Lon Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_VELOCITY_05DEG_MONTHLY_V4R6,SEA_ICE_VELOCITY_mon_mean_1992-01_ECCO_V4r6_latlon_0p50deg.nc,10.5067/ECG5M-SIV46,V4r6
ECCO Sea-Ice Velocity - Monthly Mean llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_VELOCITY_LLC0090GRID_MONTHLY_V4R6,SEA_ICE_VELOCITY_mon_mean_1992-01_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5M-SIV46,V4r6
ECCO Sea-Ice Velocity - Snapshot llc90 Grid (Version 4 Release 6),ECCO_L4_SEA_ICE_VELOCITY_LLC0090GRID_SNAPSHOT_V4R6,SEA_ICE_VELOCITY_snap_1992-01-01T000000_ECCO_V4r6_native_llc0090.nc,10.5067/ECL5S-SIV46,V4r6
